"dt","facet_value","relative_trap_hits"
"2018-01-02","nettalk.intercom-mail.com","0"
"2018-01-03","nettalk.intercom-mail.com","0"
"2018-01-04","nettalk.intercom-mail.com","0"
"2018-01-05","nettalk.intercom-mail.com","0.00843881856540084"
"2018-01-06","nettalk.intercom-mail.com","0"
"2018-01-07","nettalk.intercom-mail.com","0"
"2018-01-10","nettalk.intercom-mail.com","0.00389863547758285"
