"dt","facet_value","relative_trap_hits"
"2018-01-01","samcart.intercom-mail.com","0.00371747211895911"
"2018-01-02","samcart.intercom-mail.com","0.00127713920817369"
"2018-01-03","samcart.intercom-mail.com","0.00378787878787879"
"2018-01-04","samcart.intercom-mail.com","0.00343642611683849"
"2018-01-05","samcart.intercom-mail.com","0.00189393939393939"
"2018-01-06","samcart.intercom-mail.com","0.00264550264550265"
"2018-01-10","samcart.intercom-mail.com","0.0053475935828877"
