"dt","facet_value","relative_trap_hits"
"2018-01-01","shiphero-2.intercom-mail.com","0"
"2018-01-02","shiphero-2.intercom-mail.com","0"
"2018-01-03","shiphero-2.intercom-mail.com","0"
"2018-01-04","shiphero-2.intercom-mail.com","0"
"2018-01-05","shiphero-2.intercom-mail.com","0"
"2018-01-06","shiphero-2.intercom-mail.com","0"
"2018-01-10","shiphero-2.intercom-mail.com","0.0115532734274711"
