"dt","facet_value","relative_trap_hits"
"2018-01-01","viral-loops.com","0.00503778337531486"
"2018-01-02","viral-loops.com","0.00321543408360129"
"2018-01-03","viral-loops.com","0"
"2018-01-04","viral-loops.com","0"
"2018-01-05","viral-loops.com","0.00319488817891374"
"2018-01-06","viral-loops.com","0"
"2018-01-10","viral-loops.com","0.00385356454720617"
