"dt","facet_value","relative_trap_hits"
"2018-01-02","srpago.intercom-mail.com","0"
"2018-01-03","srpago.intercom-mail.com","0"
"2018-01-04","srpago.intercom-mail.com","0"
"2018-01-05","srpago.intercom-mail.com","0"
"2018-01-06","srpago.intercom-mail.com","0"
"2018-01-10","srpago.intercom-mail.com","0.0207715133531157"
